ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference	event_type	dPSI	event_id	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	riExonStart_0base	riExonEnd
24	AT4G38760		chr4	-	18091514.0	18091613.0	18090979.0	18091068.0	18091805.0	18091910.0	24	37,71,33,12,24,12,40,37,19,30,15,22,23,12,21,12,29,42,0,34,39,36,65,32,50,82,12,50	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	21,54,70,26,57,44,85,52,70,50,10,20,11,2,29,33,59,7,13,3,85,79,180,55,9,46,74,67	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.907,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.003	SE	-0.003	SE_chr4_-_18091514-18091613-18090979-18091068-18091805-18091910												
26	AT4G38630	RPN10	chr4	-	18057662.0	18057763.0	18057495.0	18057564.0	18057846.0	18057943.0	26	196,637,323,92,265,167,183,268,116,266,114,171,270,30,167,55,315,331,25,276,314,203,265,178,244,349,77,112	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	233,514,613,363,510,438,835,551,486,495,112,196,274,111,316,166,422,108,157,82,470,320,868,272,45,174,521,235	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.0	SE	-0.0	SE_chr4_-_18057662-18057763-18057495-18057564-18057846-18057943												
27	AT4G38630	RPN10	chr4	-	18059052.0	18059158.0	18058810.0	18058925.0	18059252.0	18059366.0	27	208,581,273,81,223,126,245,310,115,234,115,245,242,17,240,78,324,373,24,431,291,216,235,180,389,381,181,217	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0	246,471,422,314,460,325,711,576,448,352,110,233,251,127,274,128,477,160,114,120,380,399,741,243,46,214,623,214	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.994,1.0,1.0,1.0,0.986,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.001	SE	-0.001	SE_chr4_-_18059052-18059158-18058810-18058925-18059252-18059366												
28	AT4G38510		chr4	-	18012259.0	18012342.0	18011754.0	18011802.0	18012740.0	18012891.0	28	271,833,289,143,357,210,298,387,121,322,129,159,200,15,204,86,284,321,27,250,432,200,226,243,474,346,156,156	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	396,461,534,356,490,432,710,599,575,490,127,156,193,80,206,221,427,103,130,96,477,440,1024,364,83,145,635,84	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,0.993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.001	SE	-0.001	SE_chr4_-_18012259-18012342-18011754-18011802-18012740-18012891												
29	AT4G38510		chr4	-	18014169.0	18014229.0	18013983.0	18014095.0	18014380.0	18014479.0	29	249,625,265,92,224,217,174,272,114,225,99,113,213,18,127,49,290,353,62,287,312,192,212,178,280,390,130,117	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	344,411,536,316,489,313,618,447,496,444,108,148,179,75,209,171,307,97,124,60,397,344,863,300,27,140,550,103	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	0.984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.001	SE	-0.001	SE_chr4_-_18014169-18014229-18013983-18014095-18014380-18014479												
30	AT4G38510		chr4	-	18014883.0	18014975.0	18014734.0	18014796.0	18015065.0	18015171.0	30	24,63,34,21,40,20,27,29,14,35,9,20,22,10,22,5,44,71,0,56,39,20,21,23,16,59,11,8	17,7,21,10,2,11,6,10,6,24,17,2,24,0,8,1,0,48,1,59,7,14,12,21,6,19,16,19	47,63,78,42,70,25,102,51,51,39,12,25,22,9,25,14,54,28,5,12,49,45,22,28,0,16,83,17	27,7,19,22,15,22,19,17,31,8,20,11,2,0,2,11,9,4,18,4,10,30,73,26,9,26,40,6	98	49	0.848602817909	1.0	0.414,0.818,0.447,0.512,0.909,0.476,0.692,0.592,0.538,0.422,0.209,0.833,0.314,1.0,0.579,0.714,1.0,0.425,0.0,0.322,0.736,0.417,0.467,0.354,0.571,0.608,0.256,0.174	0.465,0.818,0.672,0.488,0.7,0.362,0.729,0.6,0.451,0.709,0.231,0.532,0.846,1.0,0.862,0.389,0.75,0.778,0.122,0.6,0.71,0.429,0.131,0.35,0.0,0.235,0.509,0.586	-0.009	SE	-0.009	SE_chr4_-_18014883-18014975-18014734-18014796-18015065-18015171												
31	AT4G38510		chr4	-	18014902.0	18014975.0	18014734.0	18014796.0	18015065.0	18015172.0	31	80,256,112,38,138,77,109,112,29,112,42,71,97,10,75,23,127,163,27,135,129,54,60,55,79,131,23,51	17,7,21,10,2,11,6,10,6,24,17,2,24,0,8,1,0,48,1,59,7,14,12,21,6,19,16,19	129,200,238,134,208,120,371,186,181,145,29,97,107,50,116,60,153,53,42,71,145,123,223,79,5,36,191,71	27,7,19,22,15,22,19,17,31,8,20,11,2,0,2,11,9,4,18,4,10,30,73,26,9,26,40,6	98	49	0.635332888478	1.0	0.702,0.948,0.727,0.655,0.972,0.778,0.901,0.848,0.707,0.7,0.553,0.947,0.669,1.0,0.824,0.92,1.0,0.629,0.931,0.534,0.902,0.659,0.714,0.567,0.868,0.775,0.418,0.573	0.705,0.935,0.862,0.753,0.874,0.732,0.907,0.845,0.745,0.901,0.42,0.815,0.964,1.0,0.967,0.732,0.895,0.869,0.538,0.899,0.879,0.672,0.604,0.603,0.217,0.409,0.705,0.855	0.004	SE	0.004	SE_chr4_-_18014902-18014975-18014734-18014796-18015065-18015172												
32	AT4G38510		chr4	-	18014959.0	18014975.0	18014734.0	18014796.0	18015065.0	18015130.0	32	53,94,36,11,45,26,18,24,11,32,44,42,29,1,50,15,47,42,0,84,54,39,36,44,54,94,23,58	17,7,21,10,2,11,6,10,6,24,17,2,24,0,8,1,0,48,1,59,7,14,12,21,6,19,16,19	41,49,39,55,43,67,85,69,74,28,18,26,23,11,39,22,41,23,11,7,60,72,123,66,5,33,195,45	27,7,19,22,15,22,19,17,31,8,20,11,2,0,2,11,9,4,18,4,10,30,73,26,9,26,40,6	65	49	0.396288779182	1.0	0.702,0.91,0.564,0.453,0.944,0.641,0.693,0.644,0.58,0.501,0.661,0.941,0.477,1.0,0.825,0.919,1.0,0.397,0.0,0.518,0.853,0.677,0.693,0.612,0.872,0.789,0.52,0.697	0.534,0.841,0.607,0.653,0.684,0.697,0.771,0.754,0.643,0.725,0.404,0.641,0.897,1.0,0.936,0.601,0.774,0.813,0.315,0.569,0.819,0.644,0.56,0.657,0.295,0.489,0.786,0.85	0.004	SE	0.004	SE_chr4_-_18014959-18014975-18014734-18014796-18015065-18015130												
33	AT4G38470	STY46	chr4	+	18000953.0	18001064.0	18000448.0	18000503.0	18001316.0	18001367.0	33	617,1775,592,359,689,674,431,925,473,635,336,416,556,96,559,248,645,1335,64,791,929,562,422,534,895,1460,290,394	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0	1133,2299,1962,1488,1445,1662,2510,1806,2181,1455,381,639,746,538,831,677,1287,255,732,229,1604,1286,2884,1207,91,540,1897,647	0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,2,1,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,0.994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.987,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,0.999,1.0,0.997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993,1.0,0.999,0.998,1.0,1.0,1.0,1.0	-0.0	SE	-0.0	SE_chr4_+_18000953-18001064-18000448-18000503-18001316-18001367												
34	AT4G38470	STY46	chr4	+	18001577.0	18001750.0	18001316.0	18001367.0	18001846.0	18001954.0	34	457,1081,388,255,466,452,284,604,333,374,162,146,237,35,283,156,327,618,25,292,531,404,331,340,484,677,107,138	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0	724,1378,1312,1025,970,1188,1651,1157,1361,852,249,365,468,329,402,443,640,159,451,159,1034,798,1865,783,74,263,1070,383	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996,1.0,0.982,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.001	SE	-0.001	SE_chr4_+_18001577-18001750-18001316-18001367-18001846-18001954												
35	AT4G38470	STY46	chr4	+	18002699.0	18002795.0	18002222.0	18002398.0	18002935.0	18003016.0	35	387,945,372,201,311,459,252,560,283,403,131,209,245,58,274,80,280,543,27,256,486,337,338,266,449,624,74,153	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	628,1631,1058,991,680,1033,1879,1192,1389,841,198,366,439,129,371,353,541,118,335,199,967,673,1264,572,93,226,1052,341	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,0.998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.0	SE	0.0	SE_chr4_+_18002699-18002795-18002222-18002398-18002935-18003016												
36	AT4G38440	IYO	chr4	+	17990941.0	17991047.0	17990659.0	17990838.0	17991140.0	17991401.0	36	83,129,49,19,62,42,22,54,46,36,36,41,47,16,68,42,40,72,1,106,58,39,73,51,57,87,73,67	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	60,77,76,88,93,78,137,124,110,63,35,26,30,39,48,25,91,9,29,25,79,119,198,55,5,60,175,36	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,0.961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.001	SE	-0.001	SE_chr4_+_17990941-17991047-17990659-17990838-17991140-17991401												
37	AT4G38420	sks9	chr4	+	17983084.0	17983194.0	17982615.0	17982986.0	17983423.0	17983694.0	37	21,139,47,8,34,13,46,34,10,43,35,88,48,0,49,10,110,117,0,92,69,29,17,42,96,54,56,66	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	41,69,151,47,127,31,210,106,52,147,41,71,67,19,119,5,276,48,15,58,78,91,158,98,37,76,147,58	0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.001	SE	0.001	SE_chr4_+_17983084-17983194-17982615-17982986-17983423-17983694												
38	AT4G38380	DTX45	chr4	-	17973364.0	17973461.0	17973172.0	17973273.0	17973564.0	17973700.0	38	7,11,5,0,6,7,3,8,6,1,1,2,4,0,0,5,8,25,0,4,8,10,2,0,4,14,6,1	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	11,10,2,5,14,5,15,14,8,2,1,1,4,13,4,0,11,2,0,4,14,13,19,6,0,8,15,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,NA,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,NA	-0.009	SE	-0.009	SE_chr4_-_17973364-17973461-17973172-17973273-17973564-17973700												
39	AT4G38280		chr4	+	17942465.0	17942549.0	17942029.0	17942382.0	17942784.0	17942879.0	39	1,87,57,0,64,0,22,61,0,31,0,33,39,0,29,0,34,71,0,58,50,20,35,19,23,71,4,27	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,144,81,0,51,0,126,84,0,49,0,42,30,0,32,0,20,10,0,13,74,103,236,80,1,59,95,44	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,NA,1.0,0.951,NA,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	NA,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.002	SE	-0.002	SE_chr4_+_17942465-17942549-17942029-17942382-17942784-17942879												
40	AT4G38280		chr4	+	17942784.0	17942879.0	17942465.0	17942549.0	17942982.0	17943363.0	40	3,85,63,0,68,0,28,77,0,39,0,33,38,0,29,0,30,54,0,52,51,23,47,21,29,64,3,22	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,134,102,2,59,1,136,87,2,61,0,52,30,0,39,6,28,10,0,10,87,112,161,81,2,43,111,29	0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,0.951,NA,1.0,1.0,NA,1.0,NA,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.937,NA,0.867,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	0.006	SE	0.006	SE_chr4_+_17942784-17942879-17942465-17942549-17942982-17943363												
41	AT4G38120		chr4	-	17889900.0	17890113.0	17889582.0	17889656.0	17890401.0	17890475.0	41	19,71,31,8,20,14,22,18,6,23,8,11,16,0,33,2,22,57,4,41,21,8,15,12,15,54,8,15	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	31,33,58,27,53,56,73,64,55,46,8,18,15,5,21,5,58,4,9,3,26,43,85,20,8,12,35,24	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.889,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.004	SE	-0.004	SE_chr4_-_17889900-17890113-17889582-17889656-17890401-17890475												
42	AT4G38120		chr4	-	17890722.0	17890786.0	17890547.0	17890626.0	17890880.0	17890975.0	42	19,56,21,17,27,15,11,17,11,12,4,22,16,0,21,2,22,28,0,43,12,11,6,9,14,17,7,15	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	14,19,33,31,43,26,34,34,28,25,8,17,10,25,23,11,43,2,7,2,18,35,104,27,7,16,25,11	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,0.913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.003	SE	-0.003	SE_chr4_-_17890722-17890786-17890547-17890626-17890880-17890975												
43	AT4G38120		chr4	-	17893768.0	17893849.0	17893582.0	17893670.0	17894099.0	17894151.0	43	13,47,9,6,20,7,26,13,1,9,3,11,15,3,12,1,28,30,0,34,6,7,14,11,15,32,6,8	0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	8,27,53,26,44,12,40,47,37,23,5,7,13,1,18,0,12,6,6,2,42,24,74,10,1,8,50,4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.867,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.005	SE	-0.005	SE_chr4_-_17893768-17893849-17893582-17893670-17894099-17894151												
44	AT4G38120		chr4	-	17893768.0	17893922.0	17893582.0	17893670.0	17894099.0	17894151.0	44	19,56,19,7,17,2,25,11,4,18,8,21,27,11,14,3,39,43,0,54,8,12,31,16,18,35,13,19	0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	12,35,58,31,48,29,67,69,67,25,7,19,15,2,29,13,31,17,7,9,33,20,89,9,3,12,63,14	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.862,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.005	SE	-0.005	SE_chr4_-_17893768-17893922-17893582-17893670-17894099-17894151												
45	AT4G38120		chr4	-	17894099.0	17894151.0	17893768.0	17893922.0	17894232.0	17894312.0	45	14,37,21,2,10,3,16,7,5,18,11,12,23,8,14,4,36,49,0,44,8,15,20,9,29,12,18,19	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0	10,34,27,19,26,19,44,38,61,16,3,22,9,1,19,25,31,5,8,4,19,15,48,9,2,14,45,15	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,0.917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,0.957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.002	SE	-0.002	SE_chr4_-_17894099-17894151-17893768-17893922-17894232-17894312												
46	AT4G38120		chr4	-	17894889.0	17894959.0	17894405.0	17894771.0	17895064.0	17895132.0	46	28,85,33,9,23,11,19,34,13,26,26,29,49,0,30,24,32,85,20,102,29,30,17,20,40,53,18,41	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	38,61,49,22,33,25,54,44,72,35,24,22,19,21,23,2,13,11,11,4,65,51,93,52,1,31,115,45	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.961,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.001	SE	-0.001	SE_chr4_-_17894889-17894959-17894405-17894771-17895064-17895132												
47	AT4G37940	AGL21	chr4	-	17836094.0	17836136.0	17835908.0	17835992.0	17836251.0	17836351.0	47	11,25,3,2,1,10,1,9,8,8,0,1,5,0,0,3,5,6,0,4,10,7,17,6,11,13,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	14,21,26,19,11,31,31,18,48,30,2,2,3,8,1,22,0,0,18,1,21,17,12,17,0,6,21,2	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	91	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,0.729,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA	1.0,0.919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0	-0.009	SE	-0.009	SE_chr4_-_17836094-17836136-17835908-17835992-17836251-17836351												
48	AT4G37940	AGL21	chr4	-	17836094.0	17836161.0	17835908.0	17835992.0	17836251.0	17836351.0	48	3,13,3,2,1,8,0,5,3,9,1,1,2,0,0,6,1,26,0,0,4,5,8,0,0,3,0,2	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	7,12,13,24,11,25,15,11,22,14,2,0,0,0,1,11,1,0,13,1,6,14,12,4,8,3,12,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	98	49	1.0	1.0	1.0,1.0,1.0,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,0.5,NA,NA,1.0,1.0,1.0,NA,NA,1.0,1.0,1.0,NA,NA,1.0,NA,1.0	1.0,0.857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA,NA,NA,1.0,1.0,1.0,NA,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NA	-0.019	SE	-0.019	SE_chr4_-_17836094-17836161-17835908-17835992-17836251-17836351												
